Game Date,Visitor,Visitor Score,Home,Home Score,Game URL,OT
24-01-2020 19:00,Memphis Grizzlies,125,Detroit Pistons,112,https://www.basketball-reference.com/boxscores/202001240DET.html,
24-01-2020 19:00,Boston Celtics,109,Orlando Magic,98,https://www.basketball-reference.com/boxscores/202001240ORL.html,
24-01-2020 19:30,Toronto Raptors,118,New York Knicks,112,https://www.basketball-reference.com/boxscores/202001240NYK.html,
24-01-2020 20:00,Sacramento Kings,98,Chicago Bulls,81,https://www.basketball-reference.com/boxscores/202001240CHI.html,
24-01-2020 20:00,Los Angeles Clippers,122,Miami Heat,117,https://www.basketball-reference.com/boxscores/202001240MIA.html,
24-01-2020 20:00,Houston Rockets,131,Minnesota Timberwolves,124,https://www.basketball-reference.com/boxscores/202001240MIN.html,
24-01-2020 20:00,Denver Nuggets,113,New Orleans Pelicans,106,https://www.basketball-reference.com/boxscores/202001240NOP.html,
24-01-2020 20:00,Atlanta Hawks,111,Oklahoma City Thunder,140,https://www.basketball-reference.com/boxscores/202001240OKC.html,
24-01-2020 20:30,Phoenix Suns,103,San Antonio Spurs,99,https://www.basketball-reference.com/boxscores/202001240SAS.html,
24-01-2020 22:30,Indiana Pacers,129,Golden State Warriors,118,https://www.basketball-reference.com/boxscores/202001240GSW.html,
25-01-2020 17:00,Dallas Mavericks,107,Utah Jazz,112,https://www.basketball-reference.com/boxscores/202001250UTA.html,
25-01-2020 19:00,Brooklyn Nets,121,Detroit Pistons,111,https://www.basketball-reference.com/boxscores/202001250DET.html,OT
25-01-2020 20:00,Chicago Bulls,118,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/202001250CLE.html,
25-01-2020 20:00,Oklahoma City Thunder,113,Minnesota Timberwolves,104,https://www.basketball-reference.com/boxscores/202001250MIN.html,
25-01-2020 20:30,Los Angeles Lakers,91,Philadelphia 76ers,108,https://www.basketball-reference.com/boxscores/202001250PHI.html,
26-01-2020 15:30,Houston Rockets,110,Denver Nuggets,117,https://www.basketball-reference.com/boxscores/202001260DEN.html,
26-01-2020 16:00,Toronto Raptors,110,San Antonio Spurs,106,https://www.basketball-reference.com/boxscores/202001260SAS.html,
26-01-2020 18:00,Washington Wizards,133,Atlanta Hawks,152,https://www.basketball-reference.com/boxscores/202001260ATL.html,
26-01-2020 18:00,Phoenix Suns,109,Memphis Grizzlies,114,https://www.basketball-reference.com/boxscores/202001260MEM.html,
26-01-2020 18:00,Boston Celtics,108,New Orleans Pelicans,123,https://www.basketball-reference.com/boxscores/202001260NOP.html,
26-01-2020 18:00,Brooklyn Nets,97,New York Knicks,110,https://www.basketball-reference.com/boxscores/202001260NYK.html,
26-01-2020 18:00,Los Angeles Clippers,112,Orlando Magic,97,https://www.basketball-reference.com/boxscores/202001260ORL.html,
26-01-2020 21:00,Indiana Pacers,129,Portland Trail Blazers,139,https://www.basketball-reference.com/boxscores/202001260POR.html,
27-01-2020 19:00,Cleveland Cavaliers,115,Detroit Pistons,100,https://www.basketball-reference.com/boxscores/202001270DET.html,
27-01-2020 19:30,Orlando Magic,92,Miami Heat,113,https://www.basketball-reference.com/boxscores/202001270MIA.html,
27-01-2020 20:00,San Antonio Spurs,109,Chicago Bulls,110,https://www.basketball-reference.com/boxscores/202001270CHI.html,
27-01-2020 20:00,Sacramento Kings,133,Minnesota Timberwolves,129,https://www.basketball-reference.com/boxscores/202001270MIN.html,OT
27-01-2020 20:00,Dallas Mavericks,107,Oklahoma City Thunder,97,https://www.basketball-reference.com/boxscores/202001270OKC.html,
27-01-2020 21:00,Houston Rockets,126,Utah Jazz,117,https://www.basketball-reference.com/boxscores/202001270UTA.html,
28-01-2020 19:00,New York Knicks,92,Charlotte Hornets,97,https://www.basketball-reference.com/boxscores/202001280CHO.html,
28-01-2020 19:00,Golden State Warriors,104,Philadelphia 76ers,115,https://www.basketball-reference.com/boxscores/202001280PHI.html,
28-01-2020 19:30,New Orleans Pelicans,125,Cleveland Cavaliers,111,https://www.basketball-reference.com/boxscores/202001280CLE.html,
28-01-2020 19:30,Atlanta Hawks,114,Toronto Raptors,130,https://www.basketball-reference.com/boxscores/202001280TOR.html,
28-01-2020 20:00,Denver Nuggets,96,Memphis Grizzlies,104,https://www.basketball-reference.com/boxscores/202001280MEM.html,
28-01-2020 20:00,Boston Celtics,109,Miami Heat,101,https://www.basketball-reference.com/boxscores/202001280MIA.html,
28-01-2020 20:00,Washington Wizards,131,Milwaukee Bucks,151,https://www.basketball-reference.com/boxscores/202001280MIL.html,
28-01-2020 20:30,Phoenix Suns,133,Dallas Mavericks,104,https://www.basketball-reference.com/boxscores/202001280DAL.html,
29-01-2020 19:00,Chicago Bulls,106,Indiana Pacers,115,https://www.basketball-reference.com/boxscores/202001290IND.html,OT
29-01-2020 19:30,Detroit Pistons,115,Brooklyn Nets,125,https://www.basketball-reference.com/boxscores/202001290BRK.html,
29-01-2020 19:30,Memphis Grizzlies,127,New York Knicks,106,https://www.basketball-reference.com/boxscores/202001290NYK.html,
29-01-2020 20:30,Utah Jazz,120,San Antonio Spurs,127,https://www.basketball-reference.com/boxscores/202001290SAS.html,
29-01-2020 22:00,Houston Rockets,112,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/202001290POR.html,
29-01-2020 22:00,Oklahoma City Thunder,120,Sacramento Kings,100,https://www.basketball-reference.com/boxscores/202001290SAC.html,
30-01-2020 19:00,Toronto Raptors,115,Cleveland Cavaliers,109,https://www.basketball-reference.com/boxscores/202001300CLE.html,
30-01-2020 19:00,Charlotte Hornets,107,Washington Wizards,121,https://www.basketball-reference.com/boxscores/202001300WAS.html,
30-01-2020 19:30,Philadelphia 76ers,117,Atlanta Hawks,127,https://www.basketball-reference.com/boxscores/202001300ATL.html,
30-01-2020 20:00,Golden State Warriors,104,Boston Celtics,119,https://www.basketball-reference.com/boxscores/202001300BOS.html,
30-01-2020 22:30,Utah Jazz,100,Denver Nuggets,106,https://www.basketball-reference.com/boxscores/202001300DEN.html,
30-01-2020 22:30,Sacramento Kings,124,Los Angeles Clippers,103,https://www.basketball-reference.com/boxscores/202001300LAC.html,
31-01-2020 19:00,Toronto Raptors,105,Detroit Pistons,92,https://www.basketball-reference.com/boxscores/202001310DET.html,
31-01-2020 19:30,Chicago Bulls,118,Brooklyn Nets,133,https://www.basketball-reference.com/boxscores/202001310BRK.html,
31-01-2020 19:30,Dallas Mavericks,121,Houston Rockets,128,https://www.basketball-reference.com/boxscores/202001310HOU.html,
31-01-2020 20:00,Memphis Grizzlies,111,New Orleans Pelicans,139,https://www.basketball-reference.com/boxscores/202001310NOP.html,
31-01-2020 21:00,Denver Nuggets,127,Milwaukee Bucks,115,https://www.basketball-reference.com/boxscores/202001310MIL.html,
31-01-2020 21:00,Oklahoma City Thunder,111,Phoenix Suns,107,https://www.basketball-reference.com/boxscores/202001310PHO.html,
31-01-2020 22:30,Portland Trail Blazers,127,Los Angeles Lakers,119,https://www.basketball-reference.com/boxscores/202001310LAL.html,
01-02-2020 15:30,Minnesota Timberwolves,106,Los Angeles Clippers,118,https://www.basketball-reference.com/boxscores/202002010LAC.html,
01-02-2020 19:00,New York Knicks,92,Indiana Pacers,85,https://www.basketball-reference.com/boxscores/202002010IND.html,
01-02-2020 19:00,Miami Heat,102,Orlando Magic,89,https://www.basketball-reference.com/boxscores/202002010ORL.html,
01-02-2020 20:00,Golden State Warriors,131,Cleveland Cavaliers,112,https://www.basketball-reference.com/boxscores/202002010CLE.html,
01-02-2020 20:00,Brooklyn Nets,107,Washington Wizards,113,https://www.basketball-reference.com/boxscores/202002010WAS.html,
01-02-2020 20:30,Philadelphia 76ers,95,Boston Celtics,116,https://www.basketball-reference.com/boxscores/202002010BOS.html,
01-02-2020 20:30,Atlanta Hawks,100,Dallas Mavericks,123,https://www.basketball-reference.com/boxscores/202002010DAL.html,
01-02-2020 21:00,Charlotte Hornets,90,San Antonio Spurs,114,https://www.basketball-reference.com/boxscores/202002010SAS.html,
01-02-2020 22:00,Los Angeles Lakers,129,Sacramento Kings,113,https://www.basketball-reference.com/boxscores/202002010SAC.html,
01-02-2020 22:30,Utah Jazz,107,Portland Trail Blazers,124,https://www.basketball-reference.com/boxscores/202002010POR.html,
02-02-2020 12:30,Denver Nuggets,123,Detroit Pistons,128,https://www.basketball-reference.com/boxscores/202002020DET.html,OT
02-02-2020 14:00,New Orleans Pelicans,109,Houston Rockets,117,https://www.basketball-reference.com/boxscores/202002020HOU.html,
02-02-2020 14:00,Phoenix Suns,108,Milwaukee Bucks,129,https://www.basketball-reference.com/boxscores/202002020MIL.html,
02-02-2020 15:00,Chicago Bulls,102,Toronto Raptors,129,https://www.basketball-reference.com/boxscores/202002020TOR.html,
03-02-2020 19:00,Orlando Magic,112,Charlotte Hornets,100,https://www.basketball-reference.com/boxscores/202002030CHO.html,
03-02-2020 19:00,New York Knicks,139,Cleveland Cavaliers,134,https://www.basketball-reference.com/boxscores/202002030CLE.html,OT
03-02-2020 19:00,Dallas Mavericks,112,Indiana Pacers,103,https://www.basketball-reference.com/boxscores/202002030IND.html,
03-02-2020 19:00,Golden State Warriors,125,Washington Wizards,117,https://www.basketball-reference.com/boxscores/202002030WAS.html,
03-02-2020 19:30,Boston Celtics,123,Atlanta Hawks,115,https://www.basketball-reference.com/boxscores/202002030ATL.html,
03-02-2020 19:30,Phoenix Suns,97,Brooklyn Nets,119,https://www.basketball-reference.com/boxscores/202002030BRK.html,
03-02-2020 19:30,Philadelphia 76ers,106,Miami Heat,137,https://www.basketball-reference.com/boxscores/202002030MIA.html,
03-02-2020 20:00,Detroit Pistons,82,Memphis Grizzlies,96,https://www.basketball-reference.com/boxscores/202002030MEM.html,
03-02-2020 22:00,Minnesota Timberwolves,109,Sacramento Kings,113,https://www.basketball-reference.com/boxscores/202002030SAC.html,
03-02-2020 22:30,San Antonio Spurs,105,Los Angeles Clippers,108,https://www.basketball-reference.com/boxscores/202002030LAC.html,
04-02-2020 19:30,Milwaukee Bucks,120,New Orleans Pelicans,108,https://www.basketball-reference.com/boxscores/202002040NOP.html,
04-02-2020 20:00,Charlotte Hornets,110,Houston Rockets,125,https://www.basketball-reference.com/boxscores/202002040HOU.html,
04-02-2020 21:00,Portland Trail Blazers,99,Denver Nuggets,127,https://www.basketball-reference.com/boxscores/202002040DEN.html,
04-02-2020 22:00,San Antonio Spurs,102,Los Angeles Lakers,129,https://www.basketball-reference.com/boxscores/202002040LAL.html,
05-02-2020 19:00,Phoenix Suns,108,Detroit Pistons,116,https://www.basketball-reference.com/boxscores/202002050DET.html,
05-02-2020 19:30,Orlando Magic,100,Boston Celtics,116,https://www.basketball-reference.com/boxscores/202002050BOS.html,
05-02-2020 19:30,Golden State Warriors,88,Brooklyn Nets,129,https://www.basketball-reference.com/boxscores/202002050BRK.html,
05-02-2020 19:30,Indiana Pacers,118,Toronto Raptors,119,https://www.basketball-reference.com/boxscores/202002050TOR.html,
05-02-2020 20:00,Atlanta Hawks,127,Minnesota Timberwolves,120,https://www.basketball-reference.com/boxscores/202002050MIN.html,
05-02-2020 20:00,Cleveland Cavaliers,103,Oklahoma City Thunder,109,https://www.basketball-reference.com/boxscores/202002050OKC.html,
05-02-2020 20:30,Memphis Grizzlies,121,Dallas Mavericks,107,https://www.basketball-reference.com/boxscores/202002050DAL.html,
05-02-2020 21:00,Denver Nuggets,98,Utah Jazz,95,https://www.basketball-reference.com/boxscores/202002050UTA.html,
05-02-2020 22:00,Miami Heat,111,Los Angeles Clippers,128,https://www.basketball-reference.com/boxscores/202002050LAC.html,
06-02-2020 19:30,Orlando Magic,103,New York Knicks,105,https://www.basketball-reference.com/boxscores/202002060NYK.html,
06-02-2020 20:00,New Orleans Pelicans,125,Chicago Bulls,119,https://www.basketball-reference.com/boxscores/202002060CHI.html,
06-02-2020 20:00,Philadelphia 76ers,101,Milwaukee Bucks,112,https://www.basketball-reference.com/boxscores/202002060MIL.html,
06-02-2020 22:00,San Antonio Spurs,117,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/202002060POR.html,
06-02-2020 22:30,Houston Rockets,121,Los Angeles Lakers,111,https://www.basketball-reference.com/boxscores/202002060LAL.html,
07-02-2020 19:00,Memphis Grizzlies,107,Philadelphia 76ers,119,https://www.basketball-reference.com/boxscores/202002070PHI.html,
07-02-2020 19:00,Dallas Mavericks,118,Washington Wizards,119,https://www.basketball-reference.com/boxscores/202002070WAS.html,
07-02-2020 19:30,Atlanta Hawks,107,Boston Celtics,112,https://www.basketball-reference.com/boxscores/202002070BOS.html,
07-02-2020 20:00,Toronto Raptors,115,Indiana Pacers,106,https://www.basketball-reference.com/boxscores/202002070IND.html,
07-02-2020 20:00,Detroit Pistons,101,Oklahoma City Thunder,108,https://www.basketball-reference.com/boxscores/202002070OKC.html,
07-02-2020 21:00,Houston Rockets,91,Phoenix Suns,127,https://www.basketball-reference.com/boxscores/202002070PHO.html,
07-02-2020 22:00,Miami Heat,97,Sacramento Kings,105,https://www.basketball-reference.com/boxscores/202002070SAC.html,
07-02-2020 22:30,Portland Trail Blazers,114,Utah Jazz,117,https://www.basketball-reference.com/boxscores/202002070UTA.html,
08-02-2020 17:00,Milwaukee Bucks,111,Orlando Magic,95,https://www.basketball-reference.com/boxscores/202002080ORL.html,
08-02-2020 19:00,Dallas Mavericks,116,Charlotte Hornets,100,https://www.basketball-reference.com/boxscores/202002080CHO.html,
08-02-2020 19:00,New York Knicks,95,Detroit Pistons,92,https://www.basketball-reference.com/boxscores/202002080DET.html,
08-02-2020 19:30,New Orleans Pelicans,124,Indiana Pacers,117,https://www.basketball-reference.com/boxscores/202002080IND.html,
08-02-2020 19:30,Brooklyn Nets,118,Toronto Raptors,119,https://www.basketball-reference.com/boxscores/202002080TOR.html,
08-02-2020 20:00,Los Angeles Clippers,115,Minnesota Timberwolves,142,https://www.basketball-reference.com/boxscores/202002080MIN.html,
08-02-2020 20:30,Los Angeles Lakers,125,Golden State Warriors,120,https://www.basketball-reference.com/boxscores/202002080GSW.html,
08-02-2020 21:00,Denver Nuggets,117,Phoenix Suns,108,https://www.basketball-reference.com/boxscores/202002080PHO.html,
08-02-2020 22:00,San Antonio Spurs,102,Sacramento Kings,122,https://www.basketball-reference.com/boxscores/202002080SAC.html,
09-02-2020 15:30,Boston Celtics,112,Oklahoma City Thunder,111,https://www.basketball-reference.com/boxscores/202002090OKC.html,
09-02-2020 18:00,New York Knicks,135,Atlanta Hawks,140,https://www.basketball-reference.com/boxscores/202002090ATL.html,2OT
09-02-2020 18:00,Chicago Bulls,111,Philadelphia 76ers,118,https://www.basketball-reference.com/boxscores/202002090PHI.html,
09-02-2020 18:00,Memphis Grizzlies,106,Washington Wizards,99,https://www.basketball-reference.com/boxscores/202002090WAS.html,
09-02-2020 19:00,Utah Jazz,114,Houston Rockets,113,https://www.basketball-reference.com/boxscores/202002090HOU.html,
09-02-2020 19:30,Los Angeles Clippers,133,Cleveland Cavaliers,92,https://www.basketball-reference.com/boxscores/202002090CLE.html,
09-02-2020 21:00,Miami Heat,109,Portland Trail Blazers,115,https://www.basketball-reference.com/boxscores/202002090POR.html,
10-02-2020 19:00,Charlotte Hornets,87,Detroit Pistons,76,https://www.basketball-reference.com/boxscores/202002100DET.html,
10-02-2020 19:00,Brooklyn Nets,106,Indiana Pacers,105,https://www.basketball-reference.com/boxscores/202002100IND.html,
10-02-2020 19:00,Atlanta Hawks,126,Orlando Magic,135,https://www.basketball-reference.com/boxscores/202002100ORL.html,
10-02-2020 19:30,Minnesota Timberwolves,126,Toronto Raptors,137,https://www.basketball-reference.com/boxscores/202002100TOR.html,
10-02-2020 20:00,Sacramento Kings,111,Milwaukee Bucks,123,https://www.basketball-reference.com/boxscores/202002100MIL.html,
10-02-2020 20:30,Utah Jazz,123,Dallas Mavericks,119,https://www.basketball-reference.com/boxscores/202002100DAL.html,
10-02-2020 21:00,San Antonio Spurs,120,Denver Nuggets,127,https://www.basketball-reference.com/boxscores/202002100DEN.html,
10-02-2020 22:30,Miami Heat,113,Golden State Warriors,101,https://www.basketball-reference.com/boxscores/202002100GSW.html,
10-02-2020 22:30,Phoenix Suns,100,Los Angeles Lakers,125,https://www.basketball-reference.com/boxscores/202002100LAL.html,
11-02-2020 19:00,Los Angeles Clippers,103,Philadelphia 76ers,110,https://www.basketball-reference.com/boxscores/202002110PHI.html,
11-02-2020 19:00,Chicago Bulls,114,Washington Wizards,126,https://www.basketball-reference.com/boxscores/202002110WAS.html,
11-02-2020 20:00,Portland Trail Blazers,117,New Orleans Pelicans,138,https://www.basketball-reference.com/boxscores/202002110NOP.html,
11-02-2020 20:00,San Antonio Spurs,114,Oklahoma City Thunder,106,https://www.basketball-reference.com/boxscores/202002110OKC.html,
11-02-2020 21:30,Boston Celtics,105,Houston Rockets,116,https://www.basketball-reference.com/boxscores/202002110HOU.html,
12-02-2020 19:00,Atlanta Hawks,105,Cleveland Cavaliers,127,https://www.basketball-reference.com/boxscores/202002120CLE.html,
12-02-2020 19:00,Detroit Pistons,112,Orlando Magic,116,https://www.basketball-reference.com/boxscores/202002120ORL.html,OT
12-02-2020 19:30,Toronto Raptors,91,Brooklyn Nets,101,https://www.basketball-reference.com/boxscores/202002120BRK.html,
12-02-2020 19:30,Milwaukee Bucks,111,Indiana Pacers,118,https://www.basketball-reference.com/boxscores/202002120IND.html,
12-02-2020 19:30,Washington Wizards,114,New York Knicks,96,https://www.basketball-reference.com/boxscores/202002120NYK.html,
12-02-2020 20:00,Portland Trail Blazers,104,Memphis Grizzlies,111,https://www.basketball-reference.com/boxscores/202002120MEM.html,
12-02-2020 20:00,Charlotte Hornets,115,Minnesota Timberwolves,108,https://www.basketball-reference.com/boxscores/202002120MIN.html,
12-02-2020 20:30,Sacramento Kings,111,Dallas Mavericks,130,https://www.basketball-reference.com/boxscores/202002120DAL.html,
12-02-2020 21:00,Golden State Warriors,106,Phoenix Suns,112,https://www.basketball-reference.com/boxscores/202002120PHO.html,
12-02-2020 21:00,Miami Heat,101,Utah Jazz,116,https://www.basketball-reference.com/boxscores/202002120UTA.html,
12-02-2020 22:00,Los Angeles Lakers,120,Denver Nuggets,116,https://www.basketball-reference.com/boxscores/202002120DEN.html,OT
13-02-2020 20:00,Los Angeles Clippers,133,Boston Celtics,141,https://www.basketball-reference.com/boxscores/202002130BOS.html,2OT
13-02-2020 20:00,Oklahoma City Thunder,123,New Orleans Pelicans,118,https://www.basketball-reference.com/boxscores/202002130NOP.html,
20-02-2020 19:00,Milwaukee Bucks,126,Detroit Pistons,106,https://www.basketball-reference.com/boxscores/202002200DET.html,
20-02-2020 19:30,Miami Heat,124,Atlanta Hawks,129,https://www.basketball-reference.com/boxscores/202002200ATL.html,
20-02-2020 20:00,Charlotte Hornets,103,Chicago Bulls,93,https://www.basketball-reference.com/boxscores/202002200CHI.html,
20-02-2020 20:00,Brooklyn Nets,104,Philadelphia 76ers,112,https://www.basketball-reference.com/boxscores/202002200PHI.html,OT
20-02-2020 22:00,Memphis Grizzlies,125,Sacramento Kings,129,https://www.basketball-reference.com/boxscores/202002200SAC.html,
20-02-2020 22:30,Houston Rockets,135,Golden State Warriors,105,https://www.basketball-reference.com/boxscores/202002200GSW.html,
21-02-2020 19:00,Dallas Mavericks,122,Orlando Magic,106,https://www.basketball-reference.com/boxscores/202002210ORL.html,
21-02-2020 19:00,Cleveland Cavaliers,113,Washington Wizards,108,https://www.basketball-reference.com/boxscores/202002210WAS.html,
21-02-2020 19:30,Indiana Pacers,106,New York Knicks,98,https://www.basketball-reference.com/boxscores/202002210NYK.html,
21-02-2020 19:30,Phoenix Suns,101,Toronto Raptors,118,https://www.basketball-reference.com/boxscores/202002210TOR.html,
21-02-2020 20:00,Boston Celtics,127,Minnesota Timberwolves,117,https://www.basketball-reference.com/boxscores/202002210MIN.html,
21-02-2020 20:00,Denver Nuggets,101,Oklahoma City Thunder,113,https://www.basketball-reference.com/boxscores/202002210OKC.html,
21-02-2020 21:00,San Antonio Spurs,113,Utah Jazz,104,https://www.basketball-reference.com/boxscores/202002210UTA.html,
21-02-2020 22:30,Memphis Grizzlies,105,Los Angeles Lakers,117,https://www.basketball-reference.com/boxscores/202002210LAL.html,
21-02-2020 22:30,New Orleans Pelicans,128,Portland Trail Blazers,115,https://www.basketball-reference.com/boxscores/202002210POR.html,
22-02-2020 15:30,Sacramento Kings,112,Los Angeles Clippers,103,https://www.basketball-reference.com/boxscores/202002220LAC.html,
22-02-2020 19:00,Brooklyn Nets,115,Charlotte Hornets,86,https://www.basketball-reference.com/boxscores/202002220CHO.html,
22-02-2020 19:30,Dallas Mavericks,107,Atlanta Hawks,111,https://www.basketball-reference.com/boxscores/202002220ATL.html,
22-02-2020 20:00,Phoenix Suns,112,Chicago Bulls,104,https://www.basketball-reference.com/boxscores/202002220CHI.html,
22-02-2020 20:00,Cleveland Cavaliers,105,Miami Heat,124,https://www.basketball-reference.com/boxscores/202002220MIA.html,
22-02-2020 20:30,Philadelphia 76ers,98,Milwaukee Bucks,119,https://www.basketball-reference.com/boxscores/202002220MIL.html,
22-02-2020 21:00,Houston Rockets,120,Utah Jazz,110,https://www.basketball-reference.com/boxscores/202002220UTA.html,
23-02-2020 15:30,Boston Celtics,112,Los Angeles Lakers,114,https://www.basketball-reference.com/boxscores/202002230LAL.html,
23-02-2020 18:00,Minnesota Timberwolves,116,Denver Nuggets,128,https://www.basketball-reference.com/boxscores/202002230DEN.html,
23-02-2020 18:00,Indiana Pacers,81,Toronto Raptors,127,https://www.basketball-reference.com/boxscores/202002230TOR.html,
23-02-2020 19:00,Washington Wizards,117,Chicago Bulls,126,https://www.basketball-reference.com/boxscores/202002230CHI.html,
23-02-2020 19:00,San Antonio Spurs,103,Oklahoma City Thunder,131,https://www.basketball-reference.com/boxscores/202002230OKC.html,
23-02-2020 20:30,New Orleans Pelicans,115,Golden State Warriors,101,https://www.basketball-reference.com/boxscores/202002230GSW.html,
23-02-2020 21:00,Detroit Pistons,104,Portland Trail Blazers,107,https://www.basketball-reference.com/boxscores/202002230POR.html,
24-02-2020 19:00,Miami Heat,119,Cleveland Cavaliers,125,https://www.basketball-reference.com/boxscores/202002240CLE.html,OT
24-02-2020 19:00,Atlanta Hawks,112,Philadelphia 76ers,129,https://www.basketball-reference.com/boxscores/202002240PHI.html,
24-02-2020 19:00,Milwaukee Bucks,137,Washington Wizards,134,https://www.basketball-reference.com/boxscores/202002240WAS.html,OT
24-02-2020 19:30,Orlando Magic,115,Brooklyn Nets,113,https://www.basketball-reference.com/boxscores/202002240BRK.html,
24-02-2020 20:00,New York Knicks,112,Houston Rockets,123,https://www.basketball-reference.com/boxscores/202002240HOU.html,
24-02-2020 20:30,Minnesota Timberwolves,123,Dallas Mavericks,139,https://www.basketball-reference.com/boxscores/202002240DAL.html,
24-02-2020 21:00,Phoenix Suns,131,Utah Jazz,111,https://www.basketball-reference.com/boxscores/202002240UTA.html,
24-02-2020 22:30,Memphis Grizzlies,97,Los Angeles Clippers,124,https://www.basketball-reference.com/boxscores/202002240LAC.html,
25-02-2020 19:00,Charlotte Hornets,80,Indiana Pacers,119,https://www.basketball-reference.com/boxscores/202002250IND.html,
25-02-2020 19:30,Milwaukee Bucks,108,Toronto Raptors,97,https://www.basketball-reference.com/boxscores/202002250TOR.html,
25-02-2020 20:00,Oklahoma City Thunder,124,Chicago Bulls,122,https://www.basketball-reference.com/boxscores/202002250CHI.html,
25-02-2020 21:00,Detroit Pistons,98,Denver Nuggets,115,https://www.basketball-reference.com/boxscores/202002250DEN.html,
25-02-2020 22:00,New Orleans Pelicans,109,Los Angeles Lakers,118,https://www.basketball-reference.com/boxscores/202002250LAL.html,
25-02-2020 22:00,Boston Celtics,118,Portland Trail Blazers,106,https://www.basketball-reference.com/boxscores/202002250POR.html,
25-02-2020 22:30,Sacramento Kings,112,Golden State Warriors,94,https://www.basketball-reference.com/boxscores/202002250GSW.html,
26-02-2020 19:00,New York Knicks,101,Charlotte Hornets,107,https://www.basketball-reference.com/boxscores/202002260CHO.html,
26-02-2020 19:00,Philadelphia 76ers,94,Cleveland Cavaliers,108,https://www.basketball-reference.com/boxscores/202002260CLE.html,
26-02-2020 19:00,Brooklyn Nets,106,Washington Wizards,110,https://www.basketball-reference.com/boxscores/202002260WAS.html,
26-02-2020 19:30,Orlando Magic,130,Atlanta Hawks,120,https://www.basketball-reference.com/boxscores/202002260ATL.html,
26-02-2020 19:30,Minnesota Timberwolves,129,Miami Heat,126,https://www.basketball-reference.com/boxscores/202002260MIA.html,
26-02-2020 20:00,Memphis Grizzlies,112,Houston Rockets,140,https://www.basketball-reference.com/boxscores/202002260HOU.html,
26-02-2020 20:30,Dallas Mavericks,109,San Antonio Spurs,103,https://www.basketball-reference.com/boxscores/202002260SAS.html,
26-02-2020 21:00,Los Angeles Clippers,102,Phoenix Suns,92,https://www.basketball-reference.com/boxscores/202002260PHO.html,
26-02-2020 22:30,Boston Celtics,114,Utah Jazz,103,https://www.basketball-reference.com/boxscores/202002260UTA.html,
27-02-2020 19:00,New York Knicks,106,Philadelphia 76ers,115,https://www.basketball-reference.com/boxscores/202002270PHI.html,
27-02-2020 20:00,Portland Trail Blazers,100,Indiana Pacers,106,https://www.basketball-reference.com/boxscores/202002270IND.html,
27-02-2020 20:00,Sacramento Kings,108,Oklahoma City Thunder,112,https://www.basketball-reference.com/boxscores/202002270OKC.html,
27-02-2020 22:30,Los Angeles Lakers,116,Golden State Warriors,86,https://www.basketball-reference.com/boxscores/202002270GSW.html,
28-02-2020 19:00,Minnesota Timberwolves,125,Orlando Magic,136,https://www.basketball-reference.com/boxscores/202002280ORL.html,
28-02-2020 19:30,Brooklyn Nets,118,Atlanta Hawks,141,https://www.basketball-reference.com/boxscores/202002280ATL.html,
28-02-2020 19:30,Charlotte Hornets,99,Toronto Raptors,96,https://www.basketball-reference.com/boxscores/202002280TOR.html,
28-02-2020 20:00,Sacramento Kings,104,Memphis Grizzlies,101,https://www.basketball-reference.com/boxscores/202002280MEM.html,
28-02-2020 20:00,Dallas Mavericks,118,Miami Heat,126,https://www.basketball-reference.com/boxscores/202002280MIA.html,
28-02-2020 20:00,Oklahoma City Thunder,86,Milwaukee Bucks,133,https://www.basketball-reference.com/boxscores/202002280MIL.html,
28-02-2020 20:00,Cleveland Cavaliers,104,New Orleans Pelicans,116,https://www.basketball-reference.com/boxscores/202002280NOP.html,
28-02-2020 21:00,Detroit Pistons,113,Phoenix Suns,111,https://www.basketball-reference.com/boxscores/202002280PHO.html,
28-02-2020 21:00,Washington Wizards,119,Utah Jazz,129,https://www.basketball-reference.com/boxscores/202002280UTA.html,
28-02-2020 22:30,Denver Nuggets,103,Los Angeles Clippers,132,https://www.basketball-reference.com/boxscores/202002280LAC.html,
29-02-2020 17:00,Chicago Bulls,115,New York Knicks,125,https://www.basketball-reference.com/boxscores/202002290NYK.html,
29-02-2020 19:30,Portland Trail Blazers,117,Atlanta Hawks,129,https://www.basketball-reference.com/boxscores/202002290ATL.html,
29-02-2020 19:30,Brooklyn Nets,113,Miami Heat,116,https://www.basketball-reference.com/boxscores/202002290MIA.html,
29-02-2020 20:00,Indiana Pacers,113,Cleveland Cavaliers,104,https://www.basketball-reference.com/boxscores/202002290CLE.html,
29-02-2020 20:00,Los Angeles Lakers,88,Memphis Grizzlies,105,https://www.basketball-reference.com/boxscores/202002290MEM.html,
29-02-2020 20:30,Houston Rockets,111,Boston Celtics,110,https://www.basketball-reference.com/boxscores/202002290BOS.html,OT
29-02-2020 20:30,Orlando Magic,113,San Antonio Spurs,114,https://www.basketball-reference.com/boxscores/202002290SAS.html,
29-02-2020 21:00,Golden State Warriors,115,Phoenix Suns,99,https://www.basketball-reference.com/boxscores/202002290PHO.html,
