Price,Posted Date,Unit No.,Address,Bedrooms,Bathrooms,Parking,Size,Maintenance,URL
429999,Jun-18-2020,725,200 Dundas St E,0,1,0,499,190,https://condos.ca/toronto/dundas-square-gardens-251-jarvis-st-200-dundas-st-e/unit-725-C4797111
499988,Jun-17-2020,710,2825 Islington Ave,3,2,1,1200,599,https://condos.ca/toronto/swiss-court-2825-islington-ave/unit-710-W4795760
449000,Jun-15-2020,,,3,2,1,1200,835,https://condos.ca/toronto/oaktree-estates-1250-bridletowne-cir/unit-507-E4793365
499000,Jun-16-2020,322,1410 Dupont St,1,1,0,600,362,https://condos.ca/toronto/fuse-1410-dupont-st-1420-dupont-st/unit-322-W4794174
499900,Jun-16-2020,320,19 Singer Crt,1.5,2,1,700,608,https://condos.ca/toronto/discovery-i-and-discovery-ii-15-33-singer-crt/unit-320-C4794284
475000,Jun-16-2020,,,2.5,1,2,900,639,https://condos.ca/toronto/60-pavane-linkway-condos-60-pavane-linkway/unit-1009-C4794375
449000,Jun-13-2020,1010,1950 Kennedy Rd,2,1,1,900,560,https://condos.ca/toronto/dorset-towers-1950-kennedy-rd/unit-1010-E4792397
479900,Jun-13-2020,510,625 The West Mall,2.5,2,1,1200,873,https://condos.ca/toronto/summit-royal-625-the-west-mall-627-the-west-mall/unit-510-W4792344
498000,Jun-12-2020,1907,1328 Birchmount Rd N,1.5,1,1,600,492,https://condos.ca/toronto/2150-condos-1328-birchmount-rd/unit-1907-E4790574
338000,Jun-11-2020,# 902,320 Dixon Rd,2,1,1,900,600,https://condos.ca/toronto/320-dixon-road-etobicoke
399900,Jun-10-2020,125,256 John Garland Blvd,3.5,2,1,1200,580,https://condos.ca/toronto/252-john-garland-townhouses-242-262-john-garland-blvd/unit-125-W4787909
459900,Jun-10-2020,PH1216,80 Esther Lorrie Dr,1.5,1,1,500,476,https://condos.ca/toronto/cloud-9-80-esther-lorrie-dr/unit-Ph1216-W4787634
459900,Jun-10-2020,1207,840 Queen's Plate Dr,1,1,1,500,405,https://condos.ca/toronto/the-lexington-condominium-residences-by-the-park-840-queens-plate-dr/unit-1207-W4787020
449000,Jun-09-2020,212,17 Anndale Dr,0,1,1,499,283,https://condos.ca/toronto/savvy-38-70-glendora-ave-17-19-anndale-dr/unit-212-C4786265
499000,Jun-09-2020,409,8 Scollard St,0,1,0,499,390,https://condos.ca/toronto/the-lotus-8-scollard-st/unit-409-C4785766
499990,Jun-07-2020,110,621 Sheppard Ave E,1,1,0,499,299,https://condos.ca/toronto/vida-condos-at-bayview-village-621-sheppard-ave-e/unit-110-C4783870
475000,Jun-08-2020,1407,1 Massey Sq E,2,1,1,900,766,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-1407-E4784444
499888,Jun-07-2020,1405,61 Town Centre Crt,1.5,1,1,600,587,https://condos.ca/toronto/forest-vista-61-town-centre-court/unit-1405-E4783837
434900,Jun-07-2020,1905,3 Massey Sq,2,1,1,1000,850,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-1905-E4783920
485000,Jun-08-2020,1411,840 Queen's Plate Dr,1.5,2,1,700,500,https://condos.ca/toronto/the-lexington-condominium-residences-by-the-park-840-queens-plate-dr/unit-1411-W4784075
369000,Jun-05-2020,212,2 Glamorgan Ave,1,1,1,700,559,https://condos.ca/toronto/the-copenhagen-2-glamorgan-ave/unit-212-E4782507
409888,Jun-05-2020,1707,340 Dixon Rd,3,2,1,1200,611,https://condos.ca/toronto/320-dixon-condos-330-dixon-rd-340-dixon-rd/unit-1707-W4781545
499000,Jun-04-2020,505,777 Steeles Ave W,1.5,1,1,600,514,https://condos.ca/toronto/777-steeles-ave-w-777-steeles-ave-w/unit-505-C4780465
469900,Jun-06-2020,# 1212,840 Queen's Plate Dr,1.5,2,1,500,415,https://condos.ca/toronto/the-lexington-condominium-residences-by-the-park-840-queens-plate-dr/unit-1212-W4783103
499000,Jun-02-2020,1406,3233 Eglinton Ave E,2.5,2,1,1200,936,https://condos.ca/toronto/guildwood-terrace-3231-eglinton-ave-e-3233-eglinton-ave-e/unit-1406-E4776886
275000,Jun-01-2020,1101,4645 Jane St,2,1,1,900,735,https://condos.ca/toronto/4745-jane-street-condos-4645-4771-jane-st/unit-1101-W4775818
489900,Jun-01-2020,844,830 Lawrence Ave W,1,1,1,499,339,https://condos.ca/toronto/treviso-2-830-lawrence-ave-w/unit-844-W4775654
488000,Jun-01-2020,#28,11 Livonia Pl,3.5,3,2,1400,800,https://condos.ca/toronto/11-livonia-condos-11-livonia-pl-21-livonia-pl/unit-28-E4776291
380000,May-30-2020,1521,1 Leila Lane,1,1,0,499,,https://condos.ca/toronto/the-yorkdale-1-leila-ln-152-160-flemington-rd/unit-1521-W4774790
425000,Jun-01-2020,2504,380 Dixon Rd,3,2,1,1000,738,https://condos.ca/toronto/370-dixon-condos-370-390-dixon-rd/unit-2504-W4775472
495990,Jun-19-2020,725,2995 Keele St Dr,1,1,0,500,336,https://condos.ca/toronto/saturday-in-downsview-park-2995-keele-st-50-george-butchart-dr/unit-725-W4772212
359900,May-27-2020,2304,330 Dixon Rd,3,2,1,1000,674,https://condos.ca/toronto/320-dixon-condos-330-dixon-rd-340-dixon-rd/unit-2304-W4771070
465000,May-14-2020,1010,28 Wellesley St E,0,1,0,499,224,https://condos.ca/toronto/vox-condos-28-wellesley-st-e/unit-1010-C4760931
479900,May-14-2020,910,28 Wellesley St E,0,1,0,499,224,https://condos.ca/toronto/vox-condos-28-wellesley-st-e/unit-910-C4760991
445000,May-13-2020,318,121 Mcmahon Dr,0,1,0,499,307,https://condos.ca/toronto/tango-121-mcmahon-dr/unit-318-C4759998
,,,,,,,,,
445000,May-11-2020,1209,1 Massey Sq,2,1,0,900,741,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-1209-E4758178
435000,May-02-2020,736,251 Jarvis St,0,1,0,499,197,https://condos.ca/toronto/dundas-square-gardens-251-jarvis-st-200-dundas-st-e/unit-736-C4752693
459900,Apr-28-2020,322,4208 Dundas St W,1,1,0,500,250,https://condos.ca/toronto/kingsway-by-the-river-4208-dundas-st-w/unit-322-W4749542
364999,Jun-09-2020,209,40 Panorama Crt,2,1,1,1000,570,https://condos.ca/toronto/40-panorama-court-condos-40-panorama-crt/unit-209-W4746892
465000,Apr-23-2020,602,840 Queen's Plate Dr,1.5,2,1,700,512,https://condos.ca/toronto/the-lexington-condominium-residences-by-the-park-840-queens-plate-dr/unit-602-W4747386
479000,Apr-21-2020,1214,251 Jarvis St E,0,1,0,499,200,https://condos.ca/toronto/dundas-square-gardens-251-jarvis-st-200-dundas-st-e/unit-1214-C4745820
489000,Apr-15-2020,3111,251 Jarvis St,0,1,1,499,,https://condos.ca/toronto/dundas-square-gardens-251-jarvis-st-200-dundas-st-e/unit-3111-C4742408
499999,Apr-12-2020,2303,8 Colborne St,1,1,0,499,711,https://condos.ca/toronto/cosmopolitan-8-colborne-st/unit-2303-C4741254
351000,Jun-05-2020,903,370 Dixon Rd,2,1,1,900,635,https://condos.ca/toronto/370-dixon-condos-370-390-dixon-rd/unit-903-W4734472
499000,Mar-12-2020,1005,1883 Mcnicoll Ave,2,2,1,800,602,https://condos.ca/toronto/bamburgh-gate-manor-north-1883-mcnicoll-ave/unit-1005-E4717715
349000,Mar-03-2020,,,2,1,1,600,500,https://condos.ca/toronto/785-browns-line-etobicoke
438888,Feb-24-2020,1604,101 Subway Cres,1,1,1,499,555,https://condos.ca/toronto/the-residences-at-kingsgate-101-subway-crescent/unit-1604-W4699913
460000,,811,2020 Mcnicoll Ave,1,2,0,700,584,https://condos.ca/toronto/2020-mcnicoll-avenue-scarborough
460000,Jun-02-2020,,"15 Neighbourhood Lane, Unit 401",1,1,1,499,,https://condos.ca/toronto/the-king-s-mill-condos-153-berry-rd-15-neighbourhood-lane/unit-401-_c102
